Edad,Edad Victima,Sexo,Año agresión,Lugar de residencia,Composicion del hogar,Grado de consanguinidad de persona a cargo,Numero de personas con quienes vive,Profesion persona a cargo,Nivel escolar,Rendimiento academico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contacto de forma inapropiada en redes,Involucrado en otros incidentes de agresion,Conocia a la victima,Antecedentes penales o disciplinarios,Trastorno psicologico o adiccion,Atencion psicologica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia fisica o amenazas,Actuo solo o con otras personas,Edad inicio consumo pornografico,Contenido violento o explicito en material
17,13,Masculino,2017,Teusaquillo,Monoparental,Padres,2,Obrero,Primaria,3,No,Si,Si,No,Si,Si,Si,Si,No,No,Si,Impulsivo,Si,Solo,14,Si
17,12,Femenino,2023,Santa Fe,Nuclear,Padres,4,Obrero,Universitario,8,Si,No,Si,Si,No,No,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,11,No
16,11,Masculino,2021,Santa Fe,Nuclear,Otros familiares,1,Ambulante,Primaria,3,Si,No,Si,Si,Si,No,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,13,Si
14,13,Femenino,2024,Teusaquillo,Nuclear,Padres,2,Agricultor,Tecnico,7,Si,Si,Si,No,Si,Si,Si,No,Si,No,No,Impulsivo,Si,Con otras personas,10,No
15,12,Masculino,2023,Rafael Uribe Uribe,Nuclear,Abuelos,2,Profesional,Primaria,1,No,No,No,No,Si,No,Si,Si,Si,No,Si,Impulsivo,No,Con otras personas,8,No
17,9,Femenino,2017,Chapinero,Nuclear,Otros familiares,3,Agricultor,Tecnico,6,Si,Si,No,No,Si,Si,No,Si,No,Si,No,Premeditado,Si,Solo,11,Si
13,7,Masculino,2022,Rafael Uribe Uribe,Nuclear,Tios,7,Ambulante,Universitario,1,No,Si,Si,No,No,No,No,No,Si,No,Si,Premeditado,No,Con otras personas,12,No
17,9,Femenino,2021,San Cristobal,Extendida,Hermanos,4,Ambulante,Universitario,7,Si,Si,No,No,No,Si,Si,Si,No,No,Si,Premeditado,Si,Solo,7,Si
17,10,Femenino,2020,Rafael Uribe Uribe,Extendida,Abuelos,3,Empleado,Universitario,4,Si,Si,No,Si,Si,No,Si,No,No,No,Si,Impulsivo,Si,Con otras personas,13,No
17,13,Masculino,2024,Los Martires,Extendida,Abuelos,7,Profesional,Secundaria,9,Si,No,No,No,Si,Si,Si,No,No,No,No,Premeditado,No,Solo,6,No
15,10,Femenino,2020,Teusaquillo,Nuclear,Hermanos,3,Agricultor,Secundaria,7,Si,Si,No,No,Si,Si,No,No,No,No,No,Impulsivo,Si,Con otras personas,7,No
13,9,Masculino,2017,Rafael Uribe Uribe,Monoparental,Abuelos,4,Profesional,Universitario,1,No,No,Si,No,No,No,No,Si,No,Si,Si,Impulsivo,Si,Con otras personas,11,Si
14,11,Femenino,2016,Santa Fe,Monoparental,Padres,3,Obrero,Universitario,9,No,Si,Si,No,No,No,No,Si,No,Si,Si,Impulsivo,No,Con otras personas,8,No
17,10,Masculino,2023,San Cristobal,Extendida,Hermanos,3,Empleado,Secundaria,5,No,No,No,No,No,Si,No,No,Si,No,No,Premeditado,No,Solo,12,No
16,10,Masculino,2017,Antonio Narino,Nuclear,Tios,4,Desempleado,Universitario,6,No,Si,No,Si,Si,Si,No,Si,No,Si,No,Premeditado,Si,Solo,7,No
16,9,Femenino,2018,San Cristobal,Extendida,Hermanos,5,Independiente,Primaria,8,Si,Si,Si,No,No,Si,Si,Si,No,No,No,Premeditado,No,Con otras personas,10,Si
15,7,Masculino,2022,Ciudad Bolivar,Nuclear,Abuelos,3,Agricultor,Secundaria,7,No,No,Si,No,No,Si,No,Si,Si,No,Si,Impulsivo,Si,Solo,8,No
14,9,Femenino,2022,Sumapaz,Nuclear,Padres,4,Independiente,Tecnico,8,Si,No,No,No,Si,No,No,Si,No,No,No,Premeditado,Si,Con otras personas,6,Si
15,9,Masculino,2016,Suba,Extendida,Tios,1,Empleado,Secundaria,6,No,Si,No,Si,Si,Si,No,No,Si,Si,Si,Impulsivo,Si,Con otras personas,13,No
13,12,Masculino,2022,Tunjuelito,Monoparental,Hermanos,6,Ambulante,Primaria,3,No,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Premeditado,No,Solo,12,No
13,7,Masculino,2021,Los Martires,Monoparental,Otros familiares,1,Agricultor,Universitario,7,Si,No,Si,No,Si,No,No,No,No,Si,Si,Premeditado,No,Solo,14,Si
15,7,Masculino,2017,Ciudad Bolivar,Extendida,Abuelos,5,Ambulante,Secundaria,2,No,No,Si,No,No,No,Si,Si,Si,Si,Si,Premeditado,Si,Solo,14,Si
17,9,Masculino,2018,Usaquen,Extendida,Tios,6,Ambulante,Tecnico,3,Si,Si,No,No,Si,No,No,No,No,Si,No,Premeditado,No,Solo,6,No
14,7,Masculino,2015,Ciudad Bolivar,Extendida,Padres,4,Ambulante,Tecnico,1,No,No,Si,Si,Si,No,Si,No,No,No,No,Premeditado,No,Con otras personas,14,Si
15,8,Femenino,2023,Puente Aranda,Nuclear,Padres,3,Empleado,Secundaria,1,No,No,Si,Si,No,No,No,No,Si,No,Si,Premeditado,Si,Con otras personas,11,No
15,10,Femenino,2022,Santa Fe,Extendida,Abuelos,6,Desempleado,Secundaria,6,Si,Si,Si,Si,No,No,No,Si,No,No,Si,Premeditado,No,Con otras personas,12,Si
15,12,Femenino,2018,Santa Fe,Nuclear,Abuelos,7,Agricultor,Primaria,8,Si,No,No,Si,Si,Si,Si,Si,Si,No,Si,Premeditado,No,Con otras personas,8,Si
15,11,Masculino,2015,Bosa,Extendida,Otros familiares,4,Agricultor,Secundaria,6,Si,No,Si,Si,No,Si,No,Si,No,Si,Si,Premeditado,Si,Con otras personas,14,Si
14,13,Femenino,2019,Rafael Uribe Uribe,Monoparental,Hermanos,2,Obrero,Secundaria,9,Si,No,Si,No,Si,No,Si,Si,Si,Si,Si,Impulsivo,No,Con otras personas,12,Si
13,12,Masculino,2015,Suba,Monoparental,Padres,2,Desempleado,Primaria,3,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Premeditado,Si,Solo,10,Si
17,11,Femenino,2019,San Cristobal,Extendida,Tios,5,Obrero,Primaria,1,No,No,Si,Si,No,Si,No,No,No,No,No,Impulsivo,No,Con otras personas,10,Si
15,10,Masculino,2015,Puente Aranda,Monoparental,Otros familiares,7,Ambulante,Tecnico,8,Si,Si,Si,Si,No,No,Si,No,No,No,Si,Premeditado,Si,Solo,13,Si
13,9,Femenino,2022,Usme,Monoparental,Abuelos,2,Ambulante,Tecnico,2,No,No,Si,No,No,No,No,Si,Si,Si,No,Impulsivo,No,Con otras personas,14,No
14,10,Femenino,2017,Santa Fe,Monoparental,Hermanos,6,Ambulante,Tecnico,6,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Premeditado,Si,Con otras personas,10,Si
17,10,Femenino,2022,Kennedy,Nuclear,Padres,4,Agricultor,Universitario,1,No,Si,Si,Si,No,No,No,No,Si,Si,No,Premeditado,Si,Solo,14,Si
13,12,Masculino,2015,Puente Aranda,Extendida,Tios,5,Profesional,Primaria,5,No,No,No,No,Si,Si,No,No,Si,Si,Si,Premeditado,Si,Con otras personas,7,No
14,13,Femenino,2019,Suba,Extendida,Hermanos,2,Empleado,Tecnico,5,No,Si,Si,Si,No,Si,No,No,Si,No,Si,Premeditado,Si,Solo,10,No
13,13,Masculino,2023,Antonio Narino,Monoparental,Hermanos,2,Ambulante,Universitario,9,No,Si,Si,Si,No,Si,No,No,Si,Si,No,Impulsivo,No,Con otras personas,11,No
15,12,Masculino,2019,Ciudad Bolivar,Monoparental,Hermanos,3,Profesional,Tecnico,9,Si,Si,No,No,Si,No,No,Si,Si,Si,Si,Premeditado,No,Con otras personas,9,No
16,10,Femenino,2016,Antonio Narino,Monoparental,Otros familiares,1,Desempleado,Secundaria,7,No,Si,Si,Si,Si,Si,No,No,Si,Si,No,Premeditado,Si,Solo,10,No
15,7,Femenino,2021,Antonio Narino,Extendida,Otros familiares,4,Empleado,Secundaria,9,Si,Si,Si,Si,Si,No,No,Si,No,No,Si,Premeditado,No,Con otras personas,7,Si
16,9,Femenino,2017,Santa Fe,Monoparental,Hermanos,3,Agricultor,Universitario,2,No,No,No,Si,Si,Si,Si,No,No,No,No,Premeditado,Si,Solo,8,Si
14,13,Femenino,2020,Puente Aranda,Extendida,Abuelos,1,Desempleado,Universitario,8,No,Si,No,Si,Si,No,No,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,12,No
15,10,Femenino,2024,Chapinero,Monoparental,Hermanos,1,Obrero,Tecnico,6,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,Premeditado,Si,Solo,11,Si
15,8,Femenino,2016,Rafael Uribe Uribe,Extendida,Tios,6,Independiente,Tecnico,4,No,Si,Si,No,Si,No,No,Si,No,No,No,Impulsivo,No,Con otras personas,12,No
14,12,Masculino,2021,Suba,Extendida,Otros familiares,2,Desempleado,Primaria,5,No,Si,Si,Si,Si,Si,No,Si,No,No,Si,Impulsivo,No,Solo,14,Si
16,12,Masculino,2021,Sumapaz,Monoparental,Abuelos,3,Profesional,Tecnico,7,No,Si,Si,No,No,No,No,No,No,No,Si,Impulsivo,Si,Con otras personas,11,Si
13,8,Masculino,2020,Kennedy,Nuclear,Padres,3,Obrero,Universitario,5,No,No,Si,No,Si,Si,No,Si,No,Si,No,Premeditado,No,Con otras personas,14,No
13,7,Femenino,2016,Usaquen,Nuclear,Abuelos,4,Profesional,Universitario,8,No,Si,Si,No,Si,Si,No,No,No,Si,No,Impulsivo,No,Solo,6,Si
15,10,Femenino,2022,Suba,Monoparental,Tios,6,Desempleado,Universitario,3,Si,Si,Si,No,Si,Si,No,Si,No,No,Si,Premeditado,Si,Con otras personas,7,No
15,7,Femenino,2022,Los Martires,Nuclear,Padres,6,Independiente,Universitario,9,Si,No,Si,Si,No,Si,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,9,No
13,11,Femenino,2024,Bosa,Monoparental,Padres,5,Agricultor,Primaria,2,Si,No,No,Si,Si,Si,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,7,No
17,9,Masculino,2016,Tunjuelito,Extendida,Abuelos,1,Ambulante,Secundaria,9,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Impulsivo,No,Solo,7,No
16,13,Masculino,2016,San Cristobal,Nuclear,Padres,3,Profesional,Tecnico,8,No,Si,Si,Si,No,No,No,Si,No,Si,No,Premeditado,Si,Solo,7,Si
14,13,Masculino,2021,Sumapaz,Extendida,Tios,7,Profesional,Universitario,2,Si,No,No,No,No,No,No,No,Si,No,No,Impulsivo,Si,Con otras personas,13,No
16,8,Masculino,2022,Usaquen,Extendida,Padres,7,Ambulante,Universitario,4,No,No,Si,No,No,No,Si,Si,Si,No,No,Premeditado,Si,Solo,7,Si
15,8,Femenino,2016,Chapinero,Nuclear,Otros familiares,4,Empleado,Primaria,2,No,Si,No,Si,No,Si,No,No,No,Si,Si,Premeditado,No,Solo,11,Si
13,13,Masculino,2019,Santa Fe,Nuclear,Abuelos,2,Obrero,Primaria,3,Si,Si,No,No,Si,No,Si,No,Si,Si,Si,Premeditado,Si,Solo,14,Si
14,10,Femenino,2021,Suba,Nuclear,Otros familiares,1,Profesional,Tecnico,2,Si,No,No,No,Si,No,No,No,Si,No,Si,Impulsivo,No,Solo,10,Si
13,13,Femenino,2021,Usaquen,Nuclear,Hermanos,2,Ambulante,Secundaria,6,No,No,No,No,No,Si,Si,Si,No,No,No,Premeditado,No,Solo,8,Si
13,7,Femenino,2023,Los Martires,Nuclear,Padres,1,Agricultor,Primaria,1,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Premeditado,No,Solo,7,Si
13,10,Femenino,2022,Puente Aranda,Extendida,Abuelos,7,Empleado,Tecnico,2,No,No,Si,Si,Si,No,Si,No,Si,Si,No,Premeditado,Si,Con otras personas,7,Si
13,11,Femenino,2024,Antonio Narino,Extendida,Otros familiares,1,Desempleado,Secundaria,6,Si,No,Si,No,Si,No,Si,No,Si,No,Si,Impulsivo,No,Con otras personas,6,No
17,10,Femenino,2022,Antonio Narino,Extendida,Padres,6,Independiente,Primaria,3,No,Si,No,Si,No,Si,Si,No,Si,Si,Si,Premeditado,No,Solo,13,Si
15,8,Masculino,2021,Chapinero,Nuclear,Otros familiares,7,Profesional,Tecnico,6,Si,No,Si,Si,No,Si,Si,No,No,Si,Si,Premeditado,No,Con otras personas,12,Si
16,12,Masculino,2020,Usaquen,Nuclear,Tios,5,Profesional,Tecnico,6,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,Premeditado,Si,Solo,13,No
17,10,Masculino,2023,Fontibon,Monoparental,Padres,6,Independiente,Universitario,9,No,Si,No,Si,Si,No,Si,No,No,No,Si,Impulsivo,No,Con otras personas,6,Si
13,9,Masculino,2021,Bosa,Extendida,Abuelos,3,Empleado,Primaria,2,No,Si,No,Si,No,No,Si,Si,No,No,No,Premeditado,Si,Con otras personas,6,Si
14,12,Femenino,2021,Tunjuelito,Monoparental,Otros familiares,4,Obrero,Primaria,6,No,Si,No,Si,No,Si,Si,No,No,No,No,Impulsivo,Si,Solo,12,Si
14,13,Masculino,2020,Bosa,Extendida,Otros familiares,3,Agricultor,Secundaria,9,No,No,Si,No,No,No,Si,No,Si,Si,No,Premeditado,Si,Solo,9,No
17,10,Femenino,2023,La Candelaria,Extendida,Tios,5,Empleado,Universitario,1,No,Si,Si,No,Si,No,Si,Si,No,Si,Si,Premeditado,No,Solo,6,No
16,8,Femenino,2021,Barrios Unidos,Monoparental,Padres,7,Obrero,Tecnico,4,No,Si,Si,No,Si,Si,No,Si,No,No,Si,Premeditado,No,Con otras personas,13,Si
17,11,Femenino,2023,Engativa,Monoparental,Otros familiares,2,Independiente,Secundaria,2,No,Si,Si,Si,No,Si,No,No,No,No,Si,Impulsivo,Si,Solo,12,Si
16,12,Femenino,2017,Teusaquillo,Extendida,Otros familiares,4,Obrero,Secundaria,9,Si,Si,Si,Si,No,No,Si,No,Si,No,Si,Premeditado,Si,Con otras personas,14,Si
13,12,Femenino,2024,Fontibon,Extendida,Hermanos,2,Independiente,Secundaria,2,No,No,Si,Si,No,Si,Si,No,No,No,No,Premeditado,Si,Con otras personas,13,Si
16,8,Masculino,2021,La Candelaria,Extendida,Tios,4,Profesional,Secundaria,7,Si,No,Si,No,No,No,Si,Si,No,No,No,Impulsivo,No,Solo,8,No
16,12,Femenino,2022,Kennedy,Extendida,Tios,3,Agricultor,Primaria,8,Si,No,No,Si,Si,Si,Si,No,No,Si,No,Impulsivo,No,Con otras personas,11,Si
13,7,Femenino,2023,Rafael Uribe Uribe,Nuclear,Hermanos,6,Profesional,Tecnico,6,Si,No,No,No,No,Si,No,No,No,Si,Si,Impulsivo,No,Con otras personas,11,No
13,13,Femenino,2018,Puente Aranda,Nuclear,Hermanos,6,Desempleado,Secundaria,9,No,Si,No,No,No,No,No,Si,No,No,Si,Impulsivo,Si,Con otras personas,14,No
13,9,Femenino,2020,San Cristobal,Monoparental,Padres,1,Agricultor,Tecnico,2,No,No,No,No,Si,No,Si,Si,No,Si,Si,Premeditado,No,Solo,12,Si
15,12,Femenino,2016,San Cristobal,Monoparental,Hermanos,2,Agricultor,Primaria,4,No,Si,Si,Si,Si,Si,No,No,No,No,Si,Premeditado,No,Solo,11,No
14,9,Masculino,2019,Puente Aranda,Extendida,Otros familiares,2,Ambulante,Tecnico,2,No,Si,Si,Si,No,No,Si,No,No,No,Si,Premeditado,No,Solo,10,Si
15,11,Masculino,2016,Ciudad Bolivar,Monoparental,Otros familiares,3,Desempleado,Primaria,2,Si,No,No,Si,Si,No,No,Si,Si,Si,No,Premeditado,Si,Con otras personas,8,No
16,10,Masculino,2022,San Cristobal,Nuclear,Otros familiares,5,Independiente,Primaria,7,Si,Si,No,No,No,Si,Si,No,No,No,No,Premeditado,No,Solo,7,No
15,8,Femenino,2020,Kennedy,Nuclear,Hermanos,4,Agricultor,Tecnico,6,No,Si,Si,Si,No,No,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,14,Si
14,10,Masculino,2023,Ciudad Bolivar,Extendida,Padres,2,Independiente,Universitario,1,No,No,No,No,Si,Si,No,Si,Si,Si,Si,Impulsivo,No,Con otras personas,13,Si
14,13,Masculino,2018,La Candelaria,Monoparental,Tios,7,Obrero,Primaria,9,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,Impulsivo,Si,Con otras personas,13,No
15,7,Masculino,2023,Engativa,Monoparental,Otros familiares,7,Profesional,Primaria,5,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Premeditado,No,Solo,8,Si
13,9,Femenino,2017,Teusaquillo,Nuclear,Abuelos,5,Agricultor,Secundaria,9,Si,No,No,Si,No,Si,Si,No,No,No,Si,Impulsivo,No,Solo,7,No
15,8,Femenino,2017,Tunjuelito,Monoparental,Otros familiares,5,Profesional,Universitario,7,Si,Si,Si,No,No,No,No,No,Si,No,Si,Impulsivo,No,Con otras personas,11,No
13,13,Femenino,2017,Puente Aranda,Extendida,Abuelos,4,Ambulante,Tecnico,7,Si,Si,Si,No,No,Si,Si,No,Si,No,No,Premeditado,No,Solo,13,Si
16,11,Femenino,2020,Teusaquillo,Monoparental,Padres,4,Independiente,Primaria,4,No,Si,No,No,No,No,Si,Si,Si,No,No,Premeditado,No,Solo,10,No
14,8,Femenino,2022,Ciudad Bolivar,Nuclear,Hermanos,5,Empleado,Universitario,1,No,Si,Si,Si,No,No,No,Si,Si,Si,No,Impulsivo,No,Solo,9,No
16,7,Femenino,2024,San Cristobal,Monoparental,Tios,1,Obrero,Primaria,2,No,No,Si,Si,No,No,No,No,No,Si,Si,Premeditado,Si,Solo,11,Si
15,11,Femenino,2018,Tunjuelito,Extendida,Otros familiares,5,Desempleado,Primaria,4,No,Si,No,No,No,Si,No,Si,Si,No,Si,Impulsivo,Si,Solo,7,Si
13,9,Femenino,2016,Tunjuelito,Extendida,Abuelos,7,Empleado,Tecnico,7,Si,Si,No,No,No,No,Si,Si,No,No,Si,Premeditado,No,Con otras personas,8,No
13,10,Femenino,2021,San Cristobal,Extendida,Hermanos,5,Agricultor,Secundaria,2,Si,No,No,Si,No,No,No,Si,Si,Si,No,Premeditado,Si,Con otras personas,13,No
13,11,Femenino,2020,Rafael Uribe Uribe,Monoparental,Otros familiares,7,Agricultor,Secundaria,1,Si,No,Si,No,No,No,No,No,No,Si,Si,Premeditado,Si,Solo,8,Si
17,8,Masculino,2016,Usaquen,Nuclear,Otros familiares,4,Empleado,Secundaria,7,No,No,Si,No,Si,Si,No,No,No,Si,Si,Impulsivo,Si,Solo,9,No
17,9,Masculino,2015,Usme,Monoparental,Hermanos,2,Ambulante,Universitario,7,No,No,Si,Si,No,Si,No,Si,No,No,No,Impulsivo,No,Solo,11,Si
17,12,Femenino,2021,Puente Aranda,Extendida,Abuelos,5,Independiente,Secundaria,2,Si,No,No,Si,Si,Si,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,11,Si
16,9,Femenino,2015,Santa Fe,Monoparental,Padres,2,Ambulante,Tecnico,9,Si,No,No,Si,Si,No,Si,No,No,Si,Si,Impulsivo,No,Solo,8,Si
13,13,Femenino,2018,Antonio Narino,Monoparental,Abuelos,4,Obrero,Universitario,2,No,No,No,Si,Si,No,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,7,Si
14,10,Femenino,2024,Rafael Uribe Uribe,Nuclear,Otros familiares,3,Independiente,Universitario,1,No,No,Si,No,Si,No,No,Si,No,Si,Si,Premeditado,Si,Con otras personas,14,No
16,12,Femenino,2017,Usme,Extendida,Tios,4,Obrero,Secundaria,8,No,No,No,Si,No,Si,Si,No,Si,Si,Si,Premeditado,Si,Con otras personas,9,No
15,9,Masculino,2015,Engativa,Monoparental,Abuelos,2,Agricultor,Primaria,8,No,No,Si,No,Si,Si,Si,Si,Si,No,Si,Impulsivo,Si,Solo,8,Si
16,7,Femenino,2023,Los Martires,Monoparental,Abuelos,6,Empleado,Primaria,6,Si,Si,Si,No,No,Si,Si,No,Si,Si,No,Impulsivo,No,Solo,10,Si
15,8,Femenino,2020,Antonio Narino,Monoparental,Otros familiares,6,Agricultor,Tecnico,2,No,Si,No,No,Si,Si,Si,Si,No,Si,No,Premeditado,No,Solo,14,Si
16,10,Masculino,2023,San Cristobal,Monoparental,Abuelos,6,Profesional,Primaria,9,No,Si,Si,No,No,No,No,No,Si,Si,Si,Impulsivo,Si,Solo,10,No
13,13,Masculino,2022,Fontibon,Extendida,Abuelos,5,Empleado,Primaria,5,No,No,Si,Si,Si,Si,No,No,No,No,Si,Impulsivo,No,Solo,14,Si
15,7,Masculino,2015,Los Martires,Monoparental,Tios,6,Independiente,Primaria,4,Si,Si,No,Si,Si,No,No,Si,Si,Si,No,Impulsivo,No,Solo,9,Si
16,7,Masculino,2024,Tunjuelito,Nuclear,Padres,6,Profesional,Secundaria,8,Si,No,Si,Si,No,Si,Si,No,No,No,Si,Impulsivo,No,Solo,7,Si
16,10,Masculino,2019,Bosa,Extendida,Abuelos,1,Independiente,Universitario,6,Si,No,No,Si,No,Si,Si,Si,Si,Si,No,Premeditado,Si,Solo,10,No
16,7,Masculino,2022,Los Martires,Extendida,Otros familiares,1,Desempleado,Primaria,6,No,No,Si,Si,Si,Si,No,Si,No,No,No,Premeditado,No,Con otras personas,10,Si
14,9,Masculino,2019,Fontibon,Extendida,Abuelos,3,Independiente,Tecnico,6,No,Si,No,No,Si,Si,Si,Si,No,Si,Si,Premeditado,Si,Solo,6,Si
15,10,Masculino,2015,Puente Aranda,Nuclear,Padres,5,Ambulante,Universitario,9,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,Impulsivo,Si,Con otras personas,11,Si
13,8,Femenino,2024,Usaquen,Nuclear,Padres,4,Ambulante,Primaria,7,No,Si,Si,Si,Si,No,Si,No,Si,No,Si,Premeditado,No,Solo,8,No
17,9,Masculino,2024,Kennedy,Nuclear,Abuelos,4,Empleado,Tecnico,6,Si,No,No,Si,No,Si,No,Si,Si,No,Si,Impulsivo,Si,Solo,10,No
14,10,Femenino,2019,Antonio Narino,Nuclear,Hermanos,6,Ambulante,Tecnico,1,Si,Si,No,No,Si,Si,No,No,No,No,Si,Premeditado,Si,Con otras personas,12,No
16,12,Masculino,2015,Usme,Monoparental,Padres,5,Profesional,Secundaria,5,Si,No,No,Si,Si,No,No,Si,No,No,No,Impulsivo,Si,Con otras personas,11,No
14,12,Femenino,2019,Tunjuelito,Nuclear,Hermanos,7,Ambulante,Universitario,1,Si,No,No,Si,Si,Si,Si,Si,Si,No,No,Premeditado,Si,Solo,9,No
16,8,Masculino,2018,Antonio Narino,Extendida,Padres,3,Empleado,Primaria,4,Si,Si,No,Si,No,No,Si,No,No,Si,No,Impulsivo,Si,Solo,12,No
16,7,Femenino,2019,La Candelaria,Nuclear,Hermanos,4,Ambulante,Secundaria,5,Si,Si,No,Si,No,No,No,Si,No,No,No,Impulsivo,Si,Con otras personas,7,No
13,13,Masculino,2018,Santa Fe,Extendida,Abuelos,7,Empleado,Primaria,6,No,No,No,Si,Si,No,No,No,Si,Si,Si,Premeditado,Si,Solo,11,No
17,7,Femenino,2023,Kennedy,Monoparental,Hermanos,1,Desempleado,Secundaria,3,No,Si,Si,No,Si,Si,No,No,No,No,No,Premeditado,No,Solo,8,No
15,7,Femenino,2022,Ciudad Bolivar,Extendida,Abuelos,7,Agricultor,Tecnico,4,Si,Si,No,Si,Si,Si,Si,No,No,Si,No,Impulsivo,Si,Con otras personas,7,Si
16,13,Femenino,2023,Antonio Narino,Monoparental,Abuelos,3,Independiente,Secundaria,6,No,Si,No,No,No,No,Si,Si,No,No,Si,Impulsivo,Si,Solo,11,No
13,11,Masculino,2016,San Cristobal,Extendida,Abuelos,1,Profesional,Universitario,6,Si,Si,No,No,No,No,Si,No,Si,Si,Si,Impulsivo,Si,Con otras personas,9,No
17,10,Femenino,2016,Antonio Narino,Monoparental,Tios,5,Independiente,Secundaria,9,No,Si,Si,No,Si,No,No,Si,Si,No,Si,Premeditado,Si,Solo,13,No
13,8,Masculino,2016,Teusaquillo,Extendida,Tios,2,Desempleado,Tecnico,4,No,Si,No,Si,No,No,No,No,No,Si,No,Premeditado,No,Con otras personas,10,Si
17,8,Femenino,2017,Santa Fe,Extendida,Abuelos,2,Ambulante,Tecnico,8,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,Impulsivo,No,Con otras personas,6,No
17,12,Masculino,2024,Chapinero,Nuclear,Abuelos,5,Empleado,Primaria,8,Si,No,No,No,Si,No,No,Si,Si,Si,Si,Impulsivo,No,Solo,9,No
17,10,Femenino,2016,Usme,Monoparental,Hermanos,1,Independiente,Primaria,6,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,No,Premeditado,No,Con otras personas,6,No
17,8,Masculino,2023,Usme,Nuclear,Hermanos,7,Ambulante,Tecnico,1,No,No,Si,Si,Si,No,No,Si,No,No,No,Impulsivo,No,Solo,7,No
16,13,Masculino,2016,Suba,Extendida,Tios,7,Empleado,Primaria,6,No,No,No,Si,No,No,No,Si,Si,No,Si,Impulsivo,No,Solo,12,Si
16,10,Femenino,2018,La Candelaria,Monoparental,Abuelos,4,Profesional,Tecnico,6,No,Si,No,No,Si,No,Si,No,Si,Si,Si,Impulsivo,Si,Solo,13,No
16,10,Femenino,2015,Rafael Uribe Uribe,Monoparental,Tios,5,Empleado,Tecnico,9,Si,No,No,No,Si,Si,Si,No,Si,Si,No,Impulsivo,Si,Solo,10,Si
17,10,Masculino,2019,Usaquen,Monoparental,Otros familiares,2,Profesional,Secundaria,1,Si,Si,Si,Si,No,No,No,Si,Si,No,No,Impulsivo,Si,Solo,12,No
13,12,Masculino,2018,Suba,Nuclear,Tios,5,Ambulante,Secundaria,2,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Premeditado,No,Solo,9,Si
13,9,Femenino,2016,Chapinero,Nuclear,Abuelos,1,Profesional,Secundaria,6,No,Si,No,No,No,Si,No,No,No,Si,No,Premeditado,Si,Solo,12,No
17,8,Masculino,2017,Engativa,Nuclear,Tios,3,Obrero,Tecnico,8,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,Impulsivo,No,Solo,10,Si
16,7,Femenino,2021,Bosa,Nuclear,Tios,2,Agricultor,Secundaria,9,No,Si,No,No,No,No,Si,No,No,No,No,Impulsivo,Si,Con otras personas,8,Si
16,11,Femenino,2020,Sumapaz,Extendida,Padres,3,Ambulante,Secundaria,4,No,Si,Si,Si,No,Si,Si,Si,Si,No,No,Impulsivo,No,Con otras personas,13,No
17,13,Masculino,2016,San Cristobal,Extendida,Otros familiares,3,Empleado,Universitario,3,No,Si,No,Si,No,No,No,Si,No,Si,Si,Impulsivo,No,Solo,7,No
17,11,Masculino,2017,Tunjuelito,Extendida,Abuelos,2,Ambulante,Primaria,8,No,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Impulsivo,Si,Solo,7,No
16,9,Femenino,2021,Puente Aranda,Extendida,Hermanos,3,Desempleado,Secundaria,7,No,Si,No,No,No,No,No,No,No,Si,Si,Premeditado,Si,Solo,12,Si
16,9,Masculino,2020,San Cristobal,Nuclear,Padres,1,Desempleado,Tecnico,3,Si,Si,No,Si,Si,Si,No,Si,No,No,Si,Premeditado,Si,Solo,11,No
15,11,Femenino,2024,Puente Aranda,Extendida,Tios,5,Agricultor,Primaria,6,Si,Si,Si,No,No,No,No,Si,No,Si,No,Premeditado,No,Solo,8,No
